Row,CH1 Time (ms),CH1 Peak (cm/s),CH1 Dias (cm/s),CH1 Mean (cm/s),CH1 Emboli Per Min,CH1 Emboli Count,CH1 Depth,CH1 Sample,CH1 Power,CH1 Vessel,CH1 Time,CH1 Date,CH1 Messages,CH2 Time (ms),CH2 Peak (cm/s),CH2 Dias (cm/s),CH2 Mean (cm/s),CH2 Emboli Per Min,CH2 Emboli Count,CH2 Depth,CH2 Sample,CH2 Power,CH2 Vessel,CH2 Time,CH2 Date,CH2 Messages
680,679008,135,52,87,0,4,52,9,90,RACA,8:39:41 AM,8/7/2015,,680000,95,39,61,1,6,50,9,90,LMCA,8:39:42 AM,8/7/2015,
681,680008,136,52,87,0,4,52,9,90,RACA,8:39:42 AM,8/7/2015,,681000,94,39,61,1,6,50,9,90,LMCA,8:39:43 AM,8/7/2015,
682,681008,136,52,87,0,4,52,9,90,RACA,8:39:43 AM,8/7/2015,,682000,94,39,62,1,6,50,9,90,LMCA,8:39:44 AM,8/7/2015,
683,682008,137,52,87,0,4,52,9,90,RACA,8:39:44 AM,8/7/2015,,683000,93,39,61,1,6,50,9,90,LMCA,8:39:45 AM,8/7/2015,
684,683008,136,52,86,0,4,52,9,90,RACA,8:39:45 AM,8/7/2015,,684000,92,39,61,1,6,50,9,90,LMCA,8:39:46 AM,8/7/2015,
685,684008,135,52,86,0,4,52,9,90,RACA,8:39:46 AM,8/7/2015,,685000,94,38,61,1,6,50,9,90,LMCA,8:39:47 AM,8/7/2015,
686,685008,137,52,86,0,4,52,9,90,RACA,8:39:47 AM,8/7/2015,,686000,94,38,60,1,6,50,9,90,LMCA,8:39:48 AM,8/7/2015,
687,686008,136,51,86,0,4,52,9,90,RACA,8:39:48 AM,8/7/2015,,687000,94,38,60,1,6,50,9,90,LMCA,8:39:49 AM,8/7/2015,
688,687008,136,52,85,0,4,52,9,90,RACA,8:39:49 AM,8/7/2015,,688000,94,38,60,1,6,50,9,90,LMCA,8:39:50 AM,8/7/2015,
689,688008,137,51,86,0,4,52,9,90,RACA,8:39:50 AM,8/7/2015,,689000,94,37,60,1,6,50,9,90,LMCA,8:39:51 AM,8/7/2015,
690,689008,136,51,86,0,4,52,9,90,RACA,8:39:51 AM,8/7/2015,,690000,93,37,61,1,6,50,9,90,LMCA,8:39:52 AM,8/7/2015,
691,690008,136,52,86,0,4,52,9,90,RACA,8:39:52 AM,8/7/2015,,691000,93,37,60,1,6,50,9,90,LMCA,8:39:53 AM,8/7/2015,
692,691008,135,52,86,0,4,52,9,90,RACA,8:39:53 AM,8/7/2015,,692000,94,37,62,1,6,50,9,90,LMCA,8:39:54 AM,8/7/2015,
693,692008,134,52,87,0,4,52,9,90,RACA,8:39:54 AM,8/7/2015,,693000,94,37,61,0,6,50,9,90,LMCA,8:39:55 AM,8/7/2015,
694,693008,134,53,87,0,4,52,9,90,RACA,8:39:55 AM,8/7/2015,,694000,94,37,61,0,6,50,9,90,LMCA,8:39:56 AM,8/7/2015,
695,694008,133,52,86,0,4,52,9,90,RACA,8:39:56 AM,8/7/2015,,695000,94,37,61,0,6,50,9,90,LMCA,8:39:57 AM,8/7/2015,
696,695008,132,52,86,0,4,52,9,90,RACA,8:39:57 AM,8/7/2015,,696000,93,37,60,0,6,50,9,90,LMCA,8:39:58 AM,8/7/2015,
697,696008,131,51,85,0,4,52,9,90,RACA,8:39:58 AM,8/7/2015,,697000,93,37,60,0,6,50,9,90,LMCA,8:39:59 AM,8/7/2015,
698,697008,132,51,84,0,4,52,9,90,RACA,8:39:59 AM,8/7/2015,,698000,91,37,60,0,6,50,9,90,LMCA,8:40:00 AM,8/7/2015,
699,698008,133,51,84,0,4,52,9,90,RACA,8:40:00 AM,8/7/2015,,699000,91,36,60,0,6,50,9,90,LMCA,8:40:01 AM,8/7/2015,
700,699008,134,49,83,0,4,52,9,90,RACA,8:40:01 AM,8/7/2015,,700000,91,35,59,0,6,50,9,90,LMCA,8:40:02 AM,8/7/2015,
701,700008,134,49,83,0,4,52,9,90,RACA,8:40:02 AM,8/7/2015,,701000,92,35,59,0,6,50,9,90,LMCA,8:40:03 AM,8/7/2015,
702,701008,135,48,84,0,4,52,9,90,RACA,8:40:03 AM,8/7/2015,,702000,92,35,58,0,6,50,9,90,LMCA,8:40:04 AM,8/7/2015,
703,702008,134,48,82,0,4,52,9,90,RACA,8:40:04 AM,8/7/2015,,703000,92,35,58,0,6,50,9,90,LMCA,8:40:05 AM,8/7/2015,
704,703008,134,47,81,0,4,52,9,90,RACA,8:40:05 AM,8/7/2015,,704000,92,35,58,0,6,50,9,90,LMCA,8:40:06 AM,8/7/2015,
705,704008,133,47,82,0,4,52,9,90,RACA,8:40:06 AM,8/7/2015,,705000,91,35,58,0,6,50,9,90,LMCA,8:40:07 AM,8/7/2015,
706,705008,130,47,80,0,4,52,9,90,RACA,8:40:07 AM,8/7/2015,,706000,90,36,57,0,6,50,9,90,LMCA,8:40:08 AM,8/7/2015,
707,706008,130,46,80,0,4,52,9,90,RACA,8:40:08 AM,8/7/2015,,707000,90,35,58,0,6,50,9,90,LMCA,8:40:09 AM,8/7/2015,
708,707008,128,46,79,0,4,52,9,90,RACA,8:40:09 AM,8/7/2015,,708000,90,35,57,0,6,50,9,90,LMCA,8:40:10 AM,8/7/2015,
709,708008,129,46,79,0,4,52,9,90,RACA,8:40:10 AM,8/7/2015,,709000,90,35,57,0,6,50,9,90,LMCA,8:40:11 AM,8/7/2015,
710,709008,129,46,79,0,4,52,9,90,RACA,8:40:11 AM,8/7/2015,,710000,91,36,58,0,6,50,9,90,LMCA,8:40:12 AM,8/7/2015,
711,710008,129,46,79,0,4,52,9,90,RACA,8:40:12 AM,8/7/2015,,711000,93,36,58,0,6,50,9,90,LMCA,8:40:13 AM,8/7/2015,
712,711008,131,47,81,0,4,52,9,90,RACA,8:40:13 AM,8/7/2015,,712000,92,36,58,0,6,50,9,90,LMCA,8:40:14 AM,8/7/2015,
713,712008,130,47,81,0,4,52,9,90,RACA,8:40:14 AM,8/7/2015,,713000,93,36,59,0,6,50,9,90,LMCA,8:40:15 AM,8/7/2015,
714,713008,130,48,81,0,4,52,9,90,RACA,8:40:15 AM,8/7/2015,,714000,93,36,59,0,6,50,9,90,LMCA,8:40:16 AM,8/7/2015,
715,714008,131,48,80,0,4,52,9,90,RACA,8:40:16 AM,8/7/2015,,715000,94,35,60,0,6,50,9,90,LMCA,8:40:17 AM,8/7/2015,
716,715008,130,48,81,0,4,52,9,90,RACA,8:40:17 AM,8/7/2015,,716000,94,36,59,0,6,50,9,90,LMCA,8:40:18 AM,8/7/2015,
717,716008,129,47,80,0,4,52,9,90,RACA,8:40:18 AM,8/7/2015,,717000,95,35,58,0,6,50,9,90,LMCA,8:40:19 AM,8/7/2015,
718,717008,128,47,80,0,4,52,9,90,RACA,8:40:19 AM,8/7/2015,,718000,95,35,58,0,6,50,9,90,LMCA,8:40:20 AM,8/7/2015,
719,718008,128,46,80,0,4,52,9,90,RACA,8:40:20 AM,8/7/2015,,719000,94,35,58,0,6,50,9,90,LMCA,8:40:21 AM,8/7/2015,
720,719008,128,46,79,0,4,52,9,90,RACA,8:40:21 AM,8/7/2015,,720000,93,35,58,0,6,50,9,90,LMCA,8:40:22 AM,8/7/2015,
721,720008,129,46,80,0,4,52,9,90,RACA,8:40:22 AM,8/7/2015,,721000,93,35,59,0,6,50,9,90,LMCA,8:40:23 AM,8/7/2015,
722,721008,129,47,79,0,4,52,9,90,RACA,8:40:23 AM,8/7/2015,,722000,92,35,58,0,6,50,9,90,LMCA,8:40:24 AM,8/7/2015,
723,722008,129,47,80,0,4,52,9,90,RACA,8:40:24 AM,8/7/2015,,723000,94,36,59,0,6,50,9,90,LMCA,8:40:25 AM,8/7/2015,
724,723008,129,47,80,0,4,52,9,90,RACA,8:40:25 AM,8/7/2015,,724000,95,36,60,0,6,50,9,90,LMCA,8:40:26 AM,8/7/2015,
725,724008,131,48,81,0,4,52,9,90,RACA,8:40:26 AM,8/7/2015,,725000,94,36,59,0,6,50,9,90,LMCA,8:40:27 AM,8/7/2015,
726,725008,132,48,81,0,4,52,9,90,RACA,8:40:27 AM,8/7/2015,,726000,95,37,59,0,6,50,9,90,LMCA,8:40:28 AM,8/7/2015,
727,726008,132,48,81,0,4,52,9,90,RACA,8:40:28 AM,8/7/2015,,727000,95,37,60,0,6,50,9,90,LMCA,8:40:29 AM,8/7/2015,
728,727008,133,48,81,0,4,52,9,90,RACA,8:40:29 AM,8/7/2015,,728000,95,37,60,0,6,50,9,90,LMCA,8:40:30 AM,8/7/2015,
729,728008,132,48,82,0,4,52,9,90,RACA,8:40:30 AM,8/7/2015,,729000,95,37,60,0,6,50,9,90,LMCA,8:40:31 AM,8/7/2015,
730,729008,131,48,82,0,4,52,9,90,RACA,8:40:31 AM,8/7/2015,,730000,96,38,60,0,6,50,9,90,LMCA,8:40:32 AM,8/7/2015,
731,730008,134,49,83,0,4,52,9,90,RACA,8:40:32 AM,8/7/2015,,731000,98,38,61,0,6,50,9,90,LMCA,8:40:33 AM,8/7/2015,
732,731008,134,49,83,0,4,52,9,90,RACA,8:40:33 AM,8/7/2015,,732000,98,38,61,0,6,50,9,90,LMCA,8:40:34 AM,8/7/2015,
733,732008,134,50,84,0,4,52,9,90,RACA,8:40:34 AM,8/7/2015,,733000,100,38,62,0,6,50,9,90,LMCA,8:40:35 AM,8/7/2015,
734,733008,135,50,85,0,4,52,9,90,RACA,8:40:35 AM,8/7/2015,,734000,99,38,62,0,6,50,9,90,LMCA,8:40:36 AM,8/7/2015,
735,734008,135,50,84,0,4,52,9,90,RACA,8:40:36 AM,8/7/2015,,735000,98,38,61,0,6,50,9,90,LMCA,8:40:37 AM,8/7/2015,
736,735008,134,50,85,0,4,52,9,90,RACA,8:40:37 AM,8/7/2015,,736000,97,38,61,0,6,50,9,90,LMCA,8:40:38 AM,8/7/2015,
737,736008,134,50,83,0,4,52,9,90,RACA,8:40:38 AM,8/7/2015,,737000,97,36,60,0,6,50,9,90,LMCA,8:40:39 AM,8/7/2015,
738,737008,135,50,83,0,4,52,9,90,RACA,8:40:39 AM,8/7/2015,,738000,97,36,60,0,6,50,9,90,LMCA,8:40:40 AM,8/7/2015,
739,738008,134,49,82,0,4,52,9,90,RACA,8:40:40 AM,8/7/2015,,739000,98,36,60,0,6,50,9,90,LMCA,8:40:41 AM,8/7/2015,
740,739008,133,49,82,0,4,52,9,90,RACA,8:40:41 AM,8/7/2015,,740000,98,36,60,0,6,50,9,90,LMCA,8:40:42 AM,8/7/2015,
741,740008,134,50,82,0,4,52,9,90,RACA,8:40:42 AM,8/7/2015,,741000,98,36,60,0,6,50,9,90,LMCA,8:40:43 AM,8/7/2015,
742,741008,134,50,83,0,4,52,9,90,RACA,8:40:43 AM,8/7/2015,,742000,98,37,60,0,6,50,9,90,LMCA,8:40:44 AM,8/7/2015,
743,742008,136,50,83,0,4,52,9,90,RACA,8:40:44 AM,8/7/2015,,743000,96,37,60,0,6,50,9,90,LMCA,8:40:45 AM,8/7/2015,
744,743008,136,51,83,0,4,52,9,90,RACA,8:40:45 AM,8/7/2015,,744000,96,38,60,0,6,50,9,90,LMCA,8:40:46 AM,8/7/2015,
745,744008,135,50,84,0,4,52,9,90,RACA,8:40:46 AM,8/7/2015,,745000,97,38,60,0,6,50,9,90,LMCA,8:40:47 AM,8/7/2015,
746,745008,135,50,84,0,4,52,9,90,RACA,8:40:47 AM,8/7/2015,,746000,96,38,60,0,6,50,9,90,LMCA,8:40:48 AM,8/7/2015,
747,746008,136,51,84,0,4,52,9,90,RACA,8:40:48 AM,8/7/2015,,747000,97,38,61,0,6,50,9,90,LMCA,8:40:49 AM,8/7/2015,
748,747008,135,51,84,0,4,52,9,90,RACA,8:40:49 AM,8/7/2015,,748000,98,38,61,0,6,50,9,90,LMCA,8:40:50 AM,8/7/2015,
749,748008,135,52,84,0,4,52,9,90,RACA,8:40:50 AM,8/7/2015,,749000,97,38,61,0,6,50,9,90,LMCA,8:40:51 AM,8/7/2015,
750,749008,135,52,85,0,4,52,9,90,RACA,8:40:51 AM,8/7/2015,,750000,98,38,62,0,6,50,9,90,LMCA,8:40:52 AM,8/7/2015,
751,750008,135,52,85,0,4,52,9,90,RACA,8:40:52 AM,8/7/2015,,751000,98,38,62,0,6,50,9,90,LMCA,8:40:53 AM,8/7/2015,
752,751008,135,52,85,0,4,52,9,90,RACA,8:40:53 AM,8/7/2015,,752000,98,39,62,0,6,50,9,90,LMCA,8:40:54 AM,8/7/2015,
753,752008,136,52,85,0,4,52,9,90,RACA,8:40:54 AM,8/7/2015,,753000,98,39,62,0,6,50,9,90,LMCA,8:40:55 AM,8/7/2015,
754,753008,136,52,85,0,4,52,9,90,RACA,8:40:55 AM,8/7/2015,,754000,98,39,62,0,6,50,9,90,LMCA,8:40:56 AM,8/7/2015,
755,754008,136,52,85,0,4,52,9,90,RACA,8:40:56 AM,8/7/2015,,755000,97,39,62,0,6,50,9,90,LMCA,8:40:57 AM,8/7/2015,
756,755008,136,52,85,0,4,52,9,90,RACA,8:40:57 AM,8/7/2015,,756000,98,40,62,0,6,50,9,90,LMCA,8:40:58 AM,8/7/2015,
757,756008,136,52,85,0,4,52,9,90,RACA,8:40:58 AM,8/7/2015,,757000,98,40,62,0,6,50,9,90,LMCA,8:40:59 AM,8/7/2015,
758,757008,135,52,85,0,4,52,9,90,RACA,8:40:59 AM,8/7/2015,,758000,97,39,62,0,6,50,9,90,LMCA,8:41:00 AM,8/7/2015,
759,758008,134,52,84,0,4,52,9,90,RACA,8:41:00 AM,8/7/2015,,759000,97,38,61,0,6,50,9,90,LMCA,8:41:01 AM,8/7/2015,
760,759008,132,51,83,0,4,52,9,90,RACA,8:41:01 AM,8/7/2015,,760000,96,38,61,0,6,50,9,90,LMCA,8:41:02 AM,8/7/2015,
761,760008,132,51,84,0,4,52,9,90,RACA,8:41:02 AM,8/7/2015,,761000,96,37,60,0,6,50,9,90,LMCA,8:41:03 AM,8/7/2015,
762,761008,132,51,83,0,4,52,9,90,RACA,8:41:03 AM,8/7/2015,,762000,95,37,59,0,6,50,9,90,LMCA,8:41:04 AM,8/7/2015,
763,762008,133,51,83,0,4,52,9,90,RACA,8:41:04 AM,8/7/2015,,763000,95,36,60,0,6,50,9,90,LMCA,8:41:05 AM,8/7/2015,
764,763008,133,50,83,0,4,52,9,90,RACA,8:41:05 AM,8/7/2015,,764000,94,36,59,0,6,50,9,90,LMCA,8:41:06 AM,8/7/2015,
765,764008,135,50,84,0,4,52,9,90,RACA,8:41:06 AM,8/7/2015,,765000,93,37,58,0,6,50,9,90,LMCA,8:41:07 AM,8/7/2015,
766,765008,136,50,83,0,4,52,9,90,RACA,8:41:07 AM,8/7/2015,,766000,94,37,59,0,6,50,9,90,LMCA,8:41:08 AM,8/7/2015,
767,766008,135,50,84,0,4,52,9,90,RACA,8:41:08 AM,8/7/2015,,767000,94,37,59,0,6,50,9,90,LMCA,8:41:09 AM,8/7/2015,
768,767008,136,50,84,0,4,52,9,90,RACA,8:41:09 AM,8/7/2015,,768000,96,37,58,0,6,50,9,90,LMCA,8:41:10 AM,8/7/2015,
769,768008,133,50,83,0,4,52,9,90,RACA,8:41:10 AM,8/7/2015,,769000,96,36,59,0,6,50,9,90,LMCA,8:41:11 AM,8/7/2015,
770,769008,133,50,82,0,4,52,9,90,RACA,8:41:11 AM,8/7/2015,,770000,96,37,59,0,6,50,9,90,LMCA,8:41:12 AM,8/7/2015,
771,770008,133,50,82,0,4,52,9,90,RACA,8:41:12 AM,8/7/2015,,771000,95,37,58,0,6,50,9,90,LMCA,8:41:13 AM,8/7/2015,
772,771008,134,50,82,0,4,52,9,90,RACA,8:41:13 AM,8/7/2015,,772000,95,37,59,0,6,50,9,90,LMCA,8:41:14 AM,8/7/2015,
773,772008,134,50,83,0,4,52,9,90,RACA,8:41:14 AM,8/7/2015,,773000,94,37,58,0,6,50,9,90,LMCA,8:41:15 AM,8/7/2015,
774,773008,134,49,83,0,4,52,9,90,RACA,8:41:15 AM,8/7/2015,,774000,94,37,58,0,6,50,9,90,LMCA,8:41:16 AM,8/7/2015,
775,774008,134,49,82,0,4,52,9,90,RACA,8:41:16 AM,8/7/2015,,775000,93,36,58,0,6,50,9,90,LMCA,8:41:17 AM,8/7/2015,
776,775008,134,48,82,0,4,52,9,90,RACA,8:41:17 AM,8/7/2015,,776000,93,36,57,0,6,50,9,90,LMCA,8:41:18 AM,8/7/2015,
777,776008,133,48,80,0,4,52,9,90,RACA,8:41:18 AM,8/7/2015,,777000,93,36,57,0,6,50,9,90,LMCA,8:41:19 AM,8/7/2015,
778,777008,130,48,80,0,4,52,9,90,RACA,8:41:19 AM,8/7/2015,,778000,93,36,57,0,6,50,9,90,LMCA,8:41:20 AM,8/7/2015,
779,778008,130,49,80,0,4,52,9,90,RACA,8:41:20 AM,8/7/2015,,779000,94,36,58,0,6,50,9,90,LMCA,8:41:21 AM,8/7/2015,
780,779008,129,49,80,0,4,52,9,90,RACA,8:41:21 AM,8/7/2015,,780000,96,36,58,0,6,50,9,90,LMCA,8:41:22 AM,8/7/2015,
781,780008,131,49,81,0,4,52,9,90,RACA,8:41:22 AM,8/7/2015,,781000,96,36,58,0,6,50,9,90,LMCA,8:41:23 AM,8/7/2015,
782,781008,133,50,82,0,4,52,9,90,RACA,8:41:23 AM,8/7/2015,,782000,97,36,59,0,6,50,9,90,LMCA,8:41:24 AM,8/7/2015,
783,782008,136,51,84,0,4,52,9,90,RACA,8:41:24 AM,8/7/2015,,783000,97,36,60,0,6,50,9,90,LMCA,8:41:25 AM,8/7/2015,
784,783008,136,52,85,0,4,52,9,90,RACA,8:41:25 AM,8/7/2015,,784000,98,37,60,0,6,50,9,90,LMCA,8:41:26 AM,8/7/2015,
785,784008,136,52,84,0,4,52,9,90,RACA,8:41:26 AM,8/7/2015,,785000,98,38,61,0,6,50,9,90,LMCA,8:41:27 AM,8/7/2015,
786,785008,136,52,85,0,4,52,9,90,RACA,8:41:27 AM,8/7/2015,,786000,99,38,61,0,6,50,9,90,LMCA,8:41:28 AM,8/7/2015,
787,786008,138,52,86,0,4,52,9,90,RACA,8:41:28 AM,8/7/2015,,787000,100,38,62,0,6,50,9,90,LMCA,8:41:29 AM,8/7/2015,
788,787008,138,52,86,0,4,52,9,90,RACA,8:41:29 AM,8/7/2015,,788000,100,39,62,0,6,50,9,90,LMCA,8:41:30 AM,8/7/2015,
789,788008,138,52,86,0,4,52,9,90,RACA,8:41:30 AM,8/7/2015,,789000,99,38,61,0,6,50,9,90,LMCA,8:41:31 AM,8/7/2015,
790,789008,137,52,86,0,4,52,9,90,RACA,8:41:31 AM,8/7/2015,,790000,98,38,61,0,6,50,9,90,LMCA,8:41:32 AM,8/7/2015,
791,790008,136,52,87,0,4,52,9,90,RACA,8:41:32 AM,8/7/2015,,791000,97,38,62,0,6,50,9,90,LMCA,8:41:33 AM,8/7/2015,
792,791008,136,52,85,0,4,52,9,90,RACA,8:41:33 AM,8/7/2015,,792000,95,38,61,0,6,50,9,90,LMCA,8:41:34 AM,8/7/2015,
793,792008,135,52,86,0,4,52,9,90,RACA,8:41:34 AM,8/7/2015,,793000,96,39,61,0,6,50,9,90,LMCA,8:41:35 AM,8/7/2015,
794,793008,136,53,85,0,4,52,9,90,RACA,8:41:35 AM,8/7/2015,,794000,97,39,62,0,6,50,9,90,LMCA,8:41:36 AM,8/7/2015,
795,794008,136,53,85,0,4,52,9,90,RACA,8:41:36 AM,8/7/2015,,795000,96,39,62,0,6,50,9,90,LMCA,8:41:37 AM,8/7/2015,
796,795008,136,53,86,0,4,52,9,90,RACA,8:41:37 AM,8/7/2015,,796000,98,40,62,0,6,50,9,90,LMCA,8:41:38 AM,8/7/2015,
797,796008,136,53,87,0,4,52,9,90,RACA,8:41:38 AM,8/7/2015,,797000,99,40,63,0,6,50,9,90,LMCA,8:41:39 AM,8/7/2015,
798,797008,136,54,87,0,4,52,9,90,RACA,8:41:39 AM,8/7/2015,,798000,98,40,63,0,6,50,9,90,LMCA,8:41:40 AM,8/7/2015,
799,798008,137,54,87,0,4,52,9,90,RACA,8:41:40 AM,8/7/2015,,799000,98,40,62,0,6,50,9,90,LMCA,8:41:41 AM,8/7/2015,
800,799008,138,54,87,0,4,52,9,90,RACA,8:41:41 AM,8/7/2015,,800000,99,40,62,0,6,50,9,90,LMCA,8:41:42 AM,8/7/2015,
801,800008,138,53,87,0,4,52,9,90,RACA,8:41:42 AM,8/7/2015,,801000,98,40,62,0,6,50,9,90,LMCA,8:41:43 AM,8/7/2015,
802,801008,138,54,87,0,4,52,9,90,RACA,8:41:43 AM,8/7/2015,,802000,97,39,62,0,6,50,9,90,LMCA,8:41:44 AM,8/7/2015,
803,802008,138,54,87,0,4,52,9,90,RACA,8:41:44 AM,8/7/2015,,803000,98,39,62,0,6,50,9,90,LMCA,8:41:45 AM,8/7/2015,
804,803008,137,54,87,0,4,52,9,90,RACA,8:41:45 AM,8/7/2015,,804000,98,39,61,0,6,50,9,90,LMCA,8:41:46 AM,8/7/2015,
805,804008,137,54,87,0,4,52,9,90,RACA,8:41:46 AM,8/7/2015,,805000,98,38,62,0,6,50,9,90,LMCA,8:41:47 AM,8/7/2015,
806,805008,138,54,87,0,4,52,9,90,RACA,8:41:47 AM,8/7/2015,,806000,98,38,61,0,6,50,9,90,LMCA,8:41:48 AM,8/7/2015,
807,806008,138,53,87,0,4,52,9,90,RACA,8:41:48 AM,8/7/2015,,807000,98,37,61,0,6,50,9,90,LMCA,8:41:49 AM,8/7/2015,
808,807008,138,53,86,0,4,52,9,90,RACA,8:41:49 AM,8/7/2015,,808000,97,37,60,0,6,50,9,90,LMCA,8:41:50 AM,8/7/2015,
809,808008,138,51,86,0,4,52,9,90,RACA,8:41:50 AM,8/7/2015,,809000,97,38,60,0,6,50,9,90,LMCA,8:41:51 AM,8/7/2015,
810,809008,137,51,85,0,4,52,9,90,RACA,8:41:51 AM,8/7/2015,,810000,97,38,60,0,6,50,9,90,LMCA,8:41:52 AM,8/7/2015,
811,810008,136,51,85,0,4,52,9,90,RACA,8:41:52 AM,8/7/2015,,811000,97,38,60,0,6,50,9,90,LMCA,8:41:53 AM,8/7/2015,
812,811008,136,50,84,0,4,52,9,90,RACA,8:41:53 AM,8/7/2015,,812000,97,37,60,0,6,50,9,90,LMCA,8:41:54 AM,8/7/2015,
813,812008,135,50,82,0,4,52,9,90,RACA,8:41:54 AM,8/7/2015,,813000,97,37,59,0,6,50,9,90,LMCA,8:41:55 AM,8/7/2015,
814,813008,134,50,83,0,4,52,9,90,RACA,8:41:55 AM,8/7/2015,,814000,98,37,60,0,6,50,9,90,LMCA,8:41:56 AM,8/7/2015,
815,814008,135,50,82,0,4,52,9,90,RACA,8:41:56 AM,8/7/2015,,815000,97,36,59,0,6,50,9,90,LMCA,8:41:57 AM,8/7/2015,
816,815008,134,50,82,0,4,52,9,90,RACA,8:41:57 AM,8/7/2015,,816000,96,36,59,0,6,50,9,90,LMCA,8:41:58 AM,8/7/2015,
817,816008,136,50,83,0,4,52,9,90,RACA,8:41:58 AM,8/7/2015,,817000,97,36,60,0,6,50,9,90,LMCA,8:41:59 AM,8/7/2015,
818,817008,136,50,83,0,4,52,9,90,RACA,8:41:59 AM,8/7/2015,,818000,98,37,60,0,6,50,9,90,LMCA,8:42:00 AM,8/7/2015,
819,818008,136,50,84,0,4,52,9,90,RACA,8:42:00 AM,8/7/2015,,819000,97,37,61,0,6,50,9,90,LMCA,8:42:01 AM,8/7/2015,
820,819008,136,50,84,0,4,52,9,90,RACA,8:42:01 AM,8/7/2015,,820000,98,38,61,0,6,50,9,90,LMCA,8:42:02 AM,8/7/2015,
821,820008,136,51,84,0,4,52,9,90,RACA,8:42:02 AM,8/7/2015,,821000,99,38,62,0,6,50,9,90,LMCA,8:42:03 AM,8/7/2015,
822,821008,135,50,84,0,4,52,9,90,RACA,8:42:03 AM,8/7/2015,,822000,99,38,61,0,6,50,9,90,LMCA,8:42:04 AM,8/7/2015,
823,822008,134,51,84,0,4,52,9,90,RACA,8:42:04 AM,8/7/2015,,823000,98,38,61,0,6,50,9,90,LMCA,8:42:05 AM,8/7/2015,
824,823008,133,51,84,0,4,52,9,90,RACA,8:42:05 AM,8/7/2015,,824000,99,39,61,0,6,50,9,90,LMCA,8:42:06 AM,8/7/2015,
825,824008,134,51,84,0,4,52,9,90,RACA,8:42:06 AM,8/7/2015,,825000,99,39,62,0,6,50,9,90,LMCA,8:42:07 AM,8/7/2015,
826,825008,134,52,84,0,4,52,9,90,RACA,8:42:07 AM,8/7/2015,,826000,100,39,62,0,6,50,9,90,LMCA,8:42:08 AM,8/7/2015,
827,826008,135,52,85,0,4,52,9,90,RACA,8:42:08 AM,8/7/2015,,827000,101,40,64,0,6,50,9,90,LMCA,8:42:09 AM,8/7/2015,
828,827008,138,53,86,0,4,52,9,90,RACA,8:42:09 AM,8/7/2015,,828000,102,41,65,0,6,50,9,90,LMCA,8:42:10 AM,8/7/2015,
829,828008,139,53,87,0,4,52,9,90,RACA,8:42:10 AM,8/7/2015,,829000,102,41,65,0,6,50,9,90,LMCA,8:42:11 AM,8/7/2015,
830,829008,138,53,87,0,4,52,9,90,RACA,8:42:11 AM,8/7/2015,,830000,102,41,65,0,6,50,9,90,LMCA,8:42:12 AM,8/7/2015,
831,830008,139,54,88,0,4,52,9,90,RACA,8:42:12 AM,8/7/2015,,831000,102,42,65,0,6,50,9,90,LMCA,8:42:13 AM,8/7/2015,
832,831008,140,54,88,0,4,52,9,90,RACA,8:42:13 AM,8/7/2015,,832000,103,41,65,0,6,50,9,90,LMCA,8:42:14 AM,8/7/2015,
833,832008,139,55,89,0,4,52,9,90,RACA,8:42:14 AM,8/7/2015,,833000,103,41,65,0,6,50,9,90,LMCA,8:42:15 AM,8/7/2015,
834,833008,140,55,89,0,4,52,9,90,RACA,8:42:15 AM,8/7/2015,,834000,104,41,66,0,6,50,9,90,LMCA,8:42:16 AM,8/7/2015,
835,834008,142,55,90,0,4,52,9,90,RACA,8:42:16 AM,8/7/2015,,835000,103,41,65,0,6,50,9,90,LMCA,8:42:17 AM,8/7/2015,
836,835008,141,55,89,0,4,52,9,90,RACA,8:42:17 AM,8/7/2015,,836000,102,41,65,0,6,50,9,90,LMCA,8:42:18 AM,8/7/2015,
837,836008,141,55,90,0,4,52,9,90,RACA,8:42:18 AM,8/7/2015,,837000,101,40,65,0,6,50,9,90,LMCA,8:42:19 AM,8/7/2015,
838,837008,143,55,90,0,4,52,9,90,RACA,8:42:19 AM,8/7/2015,,838000,100,40,65,0,6,50,9,90,LMCA,8:42:20 AM,8/7/2015,
839,838008,144,55,91,0,4,52,9,90,RACA,8:42:20 AM,8/7/2015,,839000,100,40,64,0,6,50,9,90,LMCA,8:42:21 AM,8/7/2015,
840,839008,143,55,90,0,4,52,9,90,RACA,8:42:21 AM,8/7/2015,,840000,101,40,65,0,6,50,9,90,LMCA,8:42:22 AM,8/7/2015,
841,840008,143,55,91,0,4,52,9,90,RACA,8:42:22 AM,8/7/2015,,841000,101,40,64,0,6,50,9,90,LMCA,8:42:23 AM,8/7/2015,
842,841008,143,54,91,0,4,52,9,90,RACA,8:42:23 AM,8/7/2015,,842000,102,40,64,0,6,50,9,90,LMCA,8:42:24 AM,8/7/2015,
843,842008,143,54,91,0,4,52,9,90,RACA,8:42:24 AM,8/7/2015,,843000,103,40,66,0,6,50,9,90,LMCA,8:42:25 AM,8/7/2015,
844,843008,143,55,91,0,4,52,9,90,RACA,8:42:25 AM,8/7/2015,,844000,103,41,65,0,6,50,9,90,LMCA,8:42:26 AM,8/7/2015,
